id,name,brand_id,year,fuel,price,fk_range
19711,SX 65   (2015-2021),76,2015,2,3187,4
19712,SX 85 17/14   (2015-2021),76,2015,2,10011,4
19713,SX 85 19/16   (2015-2021),76,2015,2,4425,4
19714,1050 Adventure   (2015-2016),76,2016,2,6186,1
19715,1190 Adventure   (2013-2016),76,2016,2,3755,4
19716,1190 Adventure R   (2013-2016),76,2016,2,9384,2
19717,125  Duke ABS (2013-2016),76,2016,2,6780,3
19718,1290 Super Adventure   (2015-2016),76,2016,2,2840,4
19719,1290 Super Adventure  T (2015-2019),76,2016,2,8300,3
19720,1290 Super Duke GT   (2016-2020),76,2016,2,9840,1
19721,1290 Super Duke R  ABS (2014-2019),76,2016,2,2271,3
19722,300 EXC   (2015-2019),76,2016,2,5570,2
19723,390 Duke   (2013-2016),76,2016,2,6679,3
19724,500 EXC   (2012-2019),76,2016,2,4812,4
19725,500 EXC Six Days   (2013-2019),76,2016,2,5085,1
19726,690 DUKE   (2016-2019),76,2016,2,7724,2
19727,690 DUKE  R (2016-2019),76,2016,2,9905,2
19728,690 ENDURO R  ABS (2014-2018),76,2016,2,10377,1
19729,690 SMC R  ABS (2014-2018),76,2016,2,4907,3
19730,EXC 125   (2011-2019),76,2016,2,3939,2
19731,EXC 125 SIX DAYS   (2011-2019),76,2016,2,4743,4
19732,EXC 200   (2011-2019),76,2016,2,6566,2
19733,EXC 250   (2011-2019),76,2016,2,7858,1
19734,EXC 250 F   (2011-2019),76,2016,2,1763,2
19735,EXC 250 F SIX DAYS   (2011-2019),76,2016,2,9594,4
19736,EXC 250 SIX DAYS   (2011-2019),76,2016,2,5180,2
19737,EXC 300   (2011-2017),76,2016,2,4057,2
19738,EXC 350 F   (2014-2019),76,2016,2,8241,1
19739,EXC 350 F  six days (2016-2019),76,2016,2,1976,2
19740,EXC 450   (2013-2019),76,2016,2,9347,2
19741,EXC 450 SIX DAYS   (2011-2019),76,2016,2,9405,4
19742,EXC 530   (2011-2019),76,2016,2,3129,3
19743,EXC 530 SIX DAYS   (2011-2019),76,2016,2,3497,1
19744,Freeride 250 R   (2014-2019),76,2016,2,7747,1
19745,Freeride 350   (2014-2019),76,2016,2,8015,2
19746,RC  125 (modelo actual),76,2016,2,7494,3
19747,RC  390 (modelo actual),76,2016,2,2765,4
19748,SX 125   (2015-2021),76,2016,2,4675,4
19749,SX 150   (2015-2021),76,2016,2,5388,4
19750,SX 250   (2015-2021),76,2016,2,1524,4
19751,SX 250 F   (2015-2021),76,2016,2,7180,2
19752,SX 350 F   (2015-2021),76,2016,2,5935,1
19753,SX 450 F   (2015-2021),76,2016,2,8883,4
19754,SX 50   (2015-2021),76,2016,2,5424,4
19755,SX 50  Mini (2015-2021),76,2016,2,2343,1
19756,SX 65   (2015-2021),76,2016,2,5015,4
19757,SX 85 17/14   (2015-2021),76,2016,2,6132,4
19758,SX 85 19/16   (2015-2021),76,2016,2,10526,4
19759,1090 Adventure   (2017-2019),76,2017,2,4737,1
19760,1090 Adventure  R (2017-2019),76,2017,2,10115,2
19761,125  Duke (modelo actual),76,2017,2,3253,4
19762,125 XC-W   (2017-2019),76,2017,2,8536,2
19763,1290 Super Adventure  R (modelo actual),76,2017,2,1918,2
19764,1290 Super Adventure  S (2017-2020),76,2017,2,6588,1
19765,1290 Super Adventure  T (2015-2019),76,2017,2,4509,3
19766,1290 Super Duke GT   (2016-2020),76,2017,2,8952,1
19767,1290 Super Duke R  ABS (2014-2019),76,2017,2,7718,3
19768,1290 Super Duke R  SUPER DUKE R (2017),76,2017,2,8602,3
19769,150 XC-W   (2017-2019),76,2017,2,8036,2
19770,250 EXC Six Days TPI   (2017-2021),76,2017,2,6675,2
19771,250 EXC TPI   (2017-2021),76,2017,2,4283,2
19772,250 EXC-F   (2017-2021),76,2017,2,9888,4
19773,250 EXC-F Sixdays   (2017-2021),76,2017,2,5483,1
19774,300 EXC   (2015-2019),76,2017,2,10660,2
19775,300 EXC Six Days TPI   (2017-2021),76,2017,2,10289,4
19776,300 EXC TPI   (2017-2018),76,2017,2,10857,4
19777,390  Duke (modelo actual),76,2017,2,10599,1
19778,450 EXC-F   (2017-2021),76,2017,2,4333,1
19779,450 EXC-F Six Days   (2017-2021),76,2017,2,5622,4
19780,500 EXC   (2012-2019),76,2017,2,2113,4
19781,500 EXC Six Days   (2013-2019),76,2017,2,7650,1
19782,500 EXC-F   (2017-2021),76,2017,2,4530,4
19783,500 EXC-F Six Days   (2017-2021),76,2017,2,5878,2
19784,690 DUKE   (2016-2019),76,2017,2,1825,2
19785,690 DUKE  R (2016-2019),76,2017,2,9787,2
19786,690 ENDURO R  ABS (2014-2018),76,2017,2,1859,1
19787,690 SMC R  ABS (2014-2018),76,2017,2,5969,3
19788,EXC 125   (2011-2019),76,2017,2,2117,2
19789,EXC 125 SIX DAYS   (2011-2019),76,2017,2,6120,4
19790,EXC 200   (2011-2019),76,2017,2,1824,2
19791,EXC 250   (2011-2019),76,2017,2,10017,1
19792,EXC 250 F   (2011-2019),76,2017,2,3060,2
19793,EXC 250 F SIX DAYS   (2011-2019),76,2017,2,10354,4
19794,EXC 250 SIX DAYS   (2011-2019),76,2017,2,9038,2
19795,EXC 300   (2011-2017),76,2017,2,4821,2
19796,EXC 350 F   (2014-2019),76,2017,2,2068,1
19797,EXC 350 F  six days (2016-2019),76,2017,2,5282,2
19798,EXC 450   (2013-2019),76,2017,2,7068,2
19799,EXC 450 SIX DAYS   (2011-2019),76,2017,2,2693,4
19800,EXC 530   (2011-2019),76,2017,2,8496,3
19801,EXC 530 SIX DAYS   (2011-2019),76,2017,2,6195,1
19802,Freeride 250 F   (2017),76,2017,2,5525,4
19803,Freeride 250 R   (2014-2019),76,2017,2,10396,1
19804,Freeride 350   (2014-2019),76,2017,2,3219,2
19805,RC  125 (modelo actual),76,2017,2,2964,3
19806,RC  390 (modelo actual),76,2017,2,6123,4
19807,SX 125   (2015-2021),76,2017,2,3677,4
19808,SX 150   (2015-2021),76,2017,2,6876,4
19809,SX 250   (2015-2021),76,2017,2,10187,4
19810,SX 250 F   (2015-2021),76,2017,2,3476,2
19811,SX 350 F   (2015-2021),76,2017,2,4806,1
19812,SX 450 F   (2015-2021),76,2017,2,6104,4
19813,SX 50   (2015-2021),76,2017,2,10193,4
19814,SX 50  Mini (2015-2021),76,2017,2,5678,1
19815,SX 65   (2015-2021),76,2017,2,5126,4
19816,SX 85 17/14   (2015-2021),76,2017,2,3883,4
19817,SX 85 19/16   (2015-2021),76,2017,2,3295,4
19818,1090 Adventure   (2017-2019),76,2018,2,10384,1
19819,1090 Adventure  R (2017-2019),76,2018,2,10081,2
19820,125  Duke (modelo actual),76,2018,2,3566,4
19821,125 XC-W   (2017-2019),76,2018,2,4178,2
19822,1290 Super Adventure  R (modelo actual),76,2018,2,8978,2
19823,1290 Super Adventure  S (2017-2020),76,2018,2,2633,1
19824,1290 Super Adventure  T (2015-2019),76,2018,2,7507,3
19825,1290 Super Duke GT   (2016-2020),76,2018,2,4963,1
19826,1290 Super Duke R  ABS (2014-2019),76,2018,2,7522,3
19827,1290 Super Duke R  SUPER DUKE R (2017),76,2018,2,8007,3
19828,150 XC-W   (2017-2019),76,2018,2,6759,2
19829,250 EXC Six Days TPI   (2017-2021),76,2018,2,7803,2
19830,250 EXC TPI   (2017-2021),76,2018,2,10286,2
19831,250 EXC-F   (2017-2021),76,2018,2,7936,4
19832,250 EXC-F Sixdays   (2017-2021),76,2018,2,7593,1
19833,300 EXC   (2015-2019),76,2018,2,9164,2
19834,300 EXC Six Days TPI   (2017-2021),76,2018,2,6702,4
19835,300 EXC TPI   (2017-2018),76,2018,2,9627,4
19836,390  Duke (modelo actual),76,2018,2,4706,1
19837,450 EXC-F   (2017-2021),76,2018,2,2301,1
19838,450 EXC-F Six Days   (2017-2021),76,2018,2,8265,4
19839,500 EXC   (2012-2019),76,2018,2,4605,4
19840,500 EXC Six Days   (2013-2019),76,2018,2,7807,1
19841,500 EXC-F   (2017-2021),76,2018,2,5268,4
19842,500 EXC-F Six Days   (2017-2021),76,2018,2,5536,2
19843,690 DUKE   (2016-2019),76,2018,2,5486,2
19844,690 DUKE  R (2016-2019),76,2018,2,1564,2
19845,690 ENDURO R  ABS (2014-2018),76,2018,2,10937,1
19846,690 SMC R  ABS (2014-2018),76,2018,2,8706,3
19847,790  Duke (2018-2020),76,2018,2,8778,4
19848,790  Duke L (2018-2020),76,2018,2,3536,2
19849,EXC 125   (2011-2019),76,2018,2,9743,2
19850,EXC 125 SIX DAYS   (2011-2019),76,2018,2,8248,4
19851,EXC 200   (2011-2019),76,2018,2,2309,2
19852,EXC 250   (2011-2019),76,2018,2,9053,1
19853,EXC 250 F   (2011-2019),76,2018,2,8349,2
19854,EXC 250 F SIX DAYS   (2011-2019),76,2018,2,9831,4
19855,EXC 250 SIX DAYS   (2011-2019),76,2018,2,7835,2
19856,EXC 350 F   (2014-2019),76,2018,2,2875,1
19857,EXC 350 F  six days (2016-2019),76,2018,2,8957,2
19858,EXC 450   (2013-2019),76,2018,2,8716,2
19859,EXC 450 SIX DAYS   (2011-2019),76,2018,2,3755,4
19860,EXC 530   (2011-2019),76,2018,2,6405,3
19861,EXC 530 SIX DAYS   (2011-2019),76,2018,2,10827,1
19862,Freeride 250 F   (modelo actual),76,2018,2,10251,4
19863,Freeride 250 R   (2014-2019),76,2018,2,5382,1
19864,Freeride 350   (2014-2019),76,2018,2,9454,2
19865,RC  125 (modelo actual),76,2018,2,2651,3
19866,RC  390 (modelo actual),76,2018,2,8845,4
19867,SX 125   (2015-2021),76,2018,2,9227,4
19868,SX 150   (2015-2021),76,2018,2,8325,4
19869,SX 250   (2015-2021),76,2018,2,3629,4
19870,SX 250 F   (2015-2021),76,2018,2,8020,2
19871,SX 350 F   (2015-2021),76,2018,2,9949,1
19872,SX 450 F   (2015-2021),76,2018,2,9376,4
19873,SX 50   (2015-2021),76,2018,2,10900,4
19874,SX 50  Mini (2015-2021),76,2018,2,8580,1
19875,SX 65   (2015-2021),76,2018,2,1871,4
19876,SX 85 17/14   (2015-2021),76,2018,2,8738,4
19877,SX 85 19/16   (2015-2021),76,2018,2,7996,4
19878,1090 Adventure   (2017-2019),76,2019,2,6689,1
19879,1090 Adventure  R (2017-2019),76,2019,2,2000,2
19880,125  Duke (modelo actual),76,2019,2,2439,4
19881,125 XC-W   (2017-2019),76,2019,2,9631,2
19882,1290 Super Adventure  R (modelo actual),76,2019,2,4938,2
19883,1290 Super Adventure  S (2017-2020),76,2019,2,6953,1
19884,1290 Super Adventure  T (2015-2019),76,2019,2,5521,3
19885,1290 Super Duke GT   (2016-2020),76,2019,2,8334,1
19886,1290 Super Duke R  ABS (2014-2019),76,2019,2,1729,3
19887,1290 Super Duke R  SUPER DUKE R (2017),76,2019,2,5630,3
19888,150 XC-W   (2017-2019),76,2019,2,9206,2
19889,250 EXC Six Days TPI   (2017-2021),76,2019,2,5996,2
19890,250 EXC TPI   (2017-2021),76,2019,2,5683,2
19891,250 EXC-F   (2017-2021),76,2019,2,7202,4
19892,250 EXC-F Sixdays   (2017-2021),76,2019,2,10607,1
19893,300 EXC   (2015-2019),76,2019,2,5063,2
19894,300 EXC Six Days TPI   (2017-2021),76,2019,2,6729,4
19895,300 EXC TPI   (modelo actual),76,2019,2,7195,3
19896,390  Duke (modelo actual),76,2019,2,7736,1
19897,450 EXC-F   (2017-2021),76,2019,2,9613,1
19898,450 EXC-F Six Days   (2017-2021),76,2019,2,3460,4
19899,500 EXC   (2012-2019),76,2019,2,8954,4
19900,500 EXC Six Days   (2013-2019),76,2019,2,3064,1
19901,500 EXC-F   (2017-2021),76,2019,2,2902,4
19902,500 EXC-F Six Days   (2017-2021),76,2019,2,3847,2
19903,690 DUKE   (2016-2019),76,2019,2,9146,2
19904,690 DUKE  R (2016-2019),76,2019,2,1985,2
19905,690 ENDURO R  ABS (modelo actual),76,2019,2,9380,3
19906,690 SMC R  ABS (modelo actual),76,2019,2,5549,2
19907,790  Adventure (2019-2020),76,2019,2,9560,2
19908,790  Adventure R (2019-2020),76,2019,2,9802,3
19909,790  Duke (2018-2020),76,2019,2,7364,4
19910,790  Duke L (2018-2020),76,2019,2,8116,2
19911,EXC 125   (2011-2019),76,2019,2,7436,2
19912,EXC 125 SIX DAYS   (2011-2019),76,2019,2,5025,4
19913,EXC 200   (2011-2019),76,2019,2,2770,2
19914,EXC 250   (2011-2019),76,2019,2,3161,1
19915,EXC 250 F   (2011-2019),76,2019,2,7980,2
19916,EXC 250 F SIX DAYS   (2011-2019),76,2019,2,6146,4
19917,EXC 250 SIX DAYS   (2011-2019),76,2019,2,10470,2
19918,EXC 350 F   (2014-2019),76,2019,2,4369,1
19919,EXC 350 F  six days (2016-2019),76,2019,2,6585,2
19920,EXC 450   (2013-2019),76,2019,2,2252,2
19921,EXC 450 SIX DAYS   (2011-2019),76,2019,2,6143,4
19922,EXC 530   (2011-2019),76,2019,2,9160,3
19923,EXC 530 SIX DAYS   (2011-2019),76,2019,2,6844,1
19924,Freeride 250 F   (modelo actual),76,2019,2,7360,4
19925,Freeride 250 R   (2014-2019),76,2019,2,3668,1
19926,Freeride 350   (2014-2019),76,2019,2,1781,2
19927,RC  125 (modelo actual),76,2019,2,7813,3
19928,RC  390 (modelo actual),76,2019,2,2215,4
19929,SX 125   (2015-2021),76,2019,2,9820,4
19930,SX 150   (2015-2021),76,2019,2,6437,4
19931,SX 250   (2015-2021),76,2019,2,1939,4
19932,SX 250 F   (2015-2021),76,2019,2,7169,2
19933,SX 350 F   (2015-2021),76,2019,2,5145,1
19934,SX 450 F   (2015-2021),76,2019,2,1777,4
19935,SX 50   (2015-2021),76,2019,2,1602,4
19936,SX 50  Mini (2015-2021),76,2019,2,9601,1
19937,SX 65   (2015-2021),76,2019,2,1741,4
19938,SX 85 17/14   (2015-2021),76,2019,2,8726,4
19939,SX 85 19/16   (2015-2021),76,2019,2,6639,4
19940,125  Duke (modelo actual),76,2020,2,8508,4
19941,1290 Super Adventure  R (modelo actual),76,2020,2,6156,2
19942,1290 Super Adventure  S (2017-2020),76,2020,2,9849,1
19943,1290 Super Duke GT   (2016-2020),76,2020,2,5578,1
19944,1290 Super Duke R  ABS (modelo actual),76,2020,2,2193,2
19945,1290 Super Duke R  SUPER DUKE R (2017),76,2020,2,3192,3
19946,250 EXC Six Days TPI   (2017-2021),76,2020,2,7071,2
19947,250 EXC TPI   (2017-2021),76,2020,2,5203,2
19948,250 EXC-F   (2017-2021),76,2020,2,5041,4
19949,250 EXC-F Sixdays   (2017-2021),76,2020,2,6687,1
19950,300 EXC Six Days TPI   (2017-2021),76,2020,2,10729,4
19951,300 EXC TPI   (modelo actual),76,2020,2,7277,3
19952,350 EXC-F   (modelo actual),76,2020,2,10865,3
19953,390  Adventure (modelo actual),76,2020,2,4670,2
19954,390  Duke (modelo actual),76,2020,2,1842,1
19955,450 EXC-F   (2017-2021),76,2020,2,6664,1
19956,450 EXC-F Six Days   (2017-2021),76,2020,2,5488,4
19957,450 SX-F  Factory Edition (modelo actual),76,2020,2,3165,4
19958,500 EXC-F   (2017-2021),76,2020,2,9713,4
19959,500 EXC-F Six Days   (2017-2021),76,2020,2,2092,2
19960,690 ENDURO R  ABS (modelo actual),76,2020,2,8320,3
19961,690 SMC R  ABS (modelo actual),76,2020,2,6555,2
19962,790  Adventure (2019-2020),76,2020,2,6173,2
19963,790  Adventure R (2019-2020),76,2020,2,6619,3
19964,790  Adventure R Rally (2020),76,2020,2,10996,4
19965,790  Duke (2018-2020),76,2020,2,2561,4
19966,790  Duke L (2018-2020),76,2020,2,3916,2
19967,890  Duke R (modelo actual),76,2020,2,10128,3
19968,Freeride 250 F   (modelo actual),76,2020,2,9347,4
19969,RC  125 (modelo actual),76,2020,2,3320,3
19970,RC  390 (modelo actual),76,2020,2,1504,4
19971,SX 125   (2015-2021),76,2020,2,6774,4
19972,SX 150   (2015-2021),76,2020,2,9112,4
19973,SX 250   (2015-2021),76,2020,2,3640,4
19974,SX 250 F   (2015-2021),76,2020,2,7238,2
19975,SX 350 F   (2015-2021),76,2020,2,9114,1
19976,SX 450 F   (2015-2021),76,2020,2,7867,4
19977,SX 50   (2015-2021),76,2020,2,3083,4
19978,SX 50  Mini (2015-2021),76,2020,2,6480,1
19979,SX 65   (2015-2021),76,2020,2,8906,4
19980,SX 85 17/14   (2015-2021),76,2020,2,4437,4
19981,SX 85 19/16   (2015-2021),76,2020,2,5706,4
19982,125  Duke (modelo actual),76,2021,2,4839,4
19983,1290 Super Adventure  R (modelo actual),76,2021,2,10652,2
19984,1290 Super Adventure  S (modelo actual),76,2021,2,2464,2
19985,1290 Super Duke GT   (modelo actual),76,2021,2,10834,3
19986,1290 Super Duke R  ABS (modelo actual),76,2021,2,2831,2
19987,1290 Super Duke R  SUPER DUKE R (2017),76,2021,2,3136,3
19988,1290 Super Duke RR   (modelo actual),76,2021,2,8251,1
19989,150 EXC TPI   (modelo actual),76,2021,2,3029,4
19990,250 EXC Six Days TPI   (2017-2021),76,2021,2,2036,2
19991,250 EXC TPI   (2017-2021),76,2021,2,7786,2
19992,250 EXC-F   (2017-2021),76,2021,2,7918,4
19993,250 EXC-F Sixdays   (2017-2021),76,2021,2,7705,1
19994,250 SX-F  Troy Lee Desings (modelo actual),76,2021,2,4061,4
19995,300 EXC Six Days TPI   (2017-2021),76,2021,2,10981,4
19996,300 EXC TPI   (modelo actual),76,2021,2,4213,3
19997,350 EXC-F   (modelo actual),76,2021,2,7744,3
19998,350 EXC-F  WESS (modelo actual),76,2021,2,9164,3
19999,390  Adventure (modelo actual),76,2021,2,9659,2
20000,390  Duke (modelo actual),76,2021,2,2530,1
20001,450 EXC-F   (2017-2021),76,2021,2,7159,1
20002,450 EXC-F Six Days   (2017-2021),76,2021,2,2719,4
20003,450 Rally Replica   (2021),76,2021,2,3060,4
20004,450 SX-F  Factory Edition (modelo actual),76,2021,2,4839,4
20005,500 EXC-F   (2017-2021),76,2021,2,6815,4
20006,500 EXC-F Six Days   (2017-2021),76,2021,2,8132,2
20007,690 ENDURO R  ABS (modelo actual),76,2021,2,10983,3
20008,690 SMC R  ABS (modelo actual),76,2021,2,10697,2
20009,890  Adventure (modelo actual),76,2021,2,5467,2
20010,890  Adventure L (modelo actual),76,2021,2,8318,1
20011,890  Adventure R (modelo actual),76,2021,2,6139,2
20012,890  Adventure R Rally (modelo actual),76,2021,2,5093,1
20013,890  Duke (modelo actual),76,2021,2,7706,3
20014,890  Duke L (modelo actual),76,2021,2,3626,2
20015,890  Duke R (modelo actual),76,2021,2,2043,3
20016,Freeride 250 F   (modelo actual),76,2021,2,7817,4
20017,RC  125 (modelo actual),76,2021,2,8836,3
20018,RC  390 (modelo actual),76,2021,2,9525,4
20019,SX 125   (2015-2021),76,2021,2,6343,4
20020,SX 150   (2015-2021),76,2021,2,8360,4
20021,SX 250   (2015-2021),76,2021,2,3190,4
20022,SX 250 F   (2015-2021),76,2021,2,10712,2
20023,SX 350 F   (2015-2021),76,2021,2,2127,1
20024,SX 450 F   (2015-2021),76,2021,2,7603,4
20025,SX 50   (2015-2021),76,2021,2,1989,4
20026,SX 50  Mini (2015-2021),76,2021,2,9602,1
20027,SX 65   (2015-2021),76,2021,2,4864,4
20028,SX 85 17/14   (2015-2021),76,2021,2,6592,4
20029,SX 85 19/16   (2015-2021),76,2021,2,4253,4
20030,Freeride E-SM   (2015-2019),76,2015,3,2388,1
20031,Freeride E-SX   (2015-2019),76,2015,3,3999,2
20032,Freeride E-XC   (2015-2019),76,2015,3,4362,2
20033,Freeride E-SM   (2015-2019),76,2016,3,5478,1
20034,Freeride E-SX   (2015-2019),76,2016,3,10768,2
20035,Freeride E-XC   (2015-2019),76,2016,3,5856,2
20036,Freeride E-SM   (2015-2019),76,2017,3,9138,1
20037,Freeride E-SX   (2015-2019),76,2017,3,6781,2
20038,Freeride E-XC   (2015-2019),76,2017,3,8031,2
20039,Freeride E-SM   (2015-2019),76,2018,3,10407,1
20040,Freeride E-SX   (2015-2019),76,2018,3,7133,2
20041,Freeride E-XC   (2015-2019),76,2018,3,6914,2
20042,Freeride E-SM   (2015-2019),76,2019,3,6074,1
20043,Freeride E-SX   (2015-2019),76,2019,3,7965,2
20044,Freeride E-XC   (2015-2019),76,2019,3,2666,2
20045,Bet & Win 250   (1986-1991),77,1986,2,3234,2
20046,Bet & Win 250   (1986-1991),77,1987,2,4101,2
20047,Bet & Win 250   (1986-1991),77,1988,2,9078,2
20048,Bet & Win 250   (1986-1991),77,1989,2,5395,2
20049,Bet & Win 250   (1986-1991),77,1990,2,7742,2
20050,Bet & Win 250   (1986-1991),77,1991,2,2171,2
20051,Venox 250   (1996-2001),77,1996,2,5480,3
20052,Curio 50   (1997-2004),77,1997,2,9157,3
20053,Dink 125 LX   (1997-2002),77,1997,2,3213,3
20054,DJ World 50   (1997-2006),77,1997,2,4908,2
20055,Heroism 125   (1997-2004),77,1997,2,5234,1
20056,Heroism 50   (1997-2004),77,1997,2,9751,1
20057,K 12   (1997-2001),77,1997,2,1573,4
20058,KB 50   (1997-2001),77,1997,2,4372,4
20059,Movie 125 XL   (1997-2006),77,1997,2,10069,1
20060,Venox 250   (1996-2001),77,1997,2,2664,3
20061,Zing 125   (1997-2004),77,1997,2,9289,2
20062,Curio 50   (1997-2004),77,1998,2,3299,3
20063,Dink 125 LX   (1997-2002),77,1998,2,8343,3
20064,Dink 150 LX   (1998-2002),77,1998,2,4631,3
20065,DJ World 50   (1997-2006),77,1998,2,7475,2
20066,Filly 50   (1998-2004),77,1998,2,3296,2
20067,Heroism 125   (1997-2004),77,1998,2,8379,1
20068,Heroism 50   (1997-2004),77,1998,2,10973,1
20069,K 12   (1997-2001),77,1998,2,6656,4
20070,KB 50   (1997-2001),77,1998,2,7142,4
20071,Movie 125 XL   (1997-2006),77,1998,2,7629,1
20072,Top Boy 100 Off Road   (1998-2005),77,1998,2,6630,2
20073,Top Boy 100 On Road   (1998-2004),77,1998,2,1505,1
20074,Top Boy 50 Off Road   (1998-2004),77,1998,2,5984,3
20075,Top Boy 50 On Road   (1998-2004),77,1998,2,1884,1
20076,Venox 250   (1996-2001),77,1998,2,4327,3
20077,Zing 125   (1997-2004),77,1998,2,10596,2
20078,ZX 50   (1998-2004),77,1998,2,2128,2
20079,Curio 50   (1997-2004),77,1999,2,3258,3
20080,Dink 125 LX   (1997-2002),77,1999,2,7037,3
20081,Dink 150 LX   (1998-2002),77,1999,2,4604,3
20082,Dink 50   (1999-2008),77,1999,2,6357,1
20083,Dink 50 LC   (1999-2004),77,1999,2,6967,4
20084,DJ R 50   (1999-2006),77,1999,2,10202,2
20085,DJ World 50   (1997-2006),77,1999,2,7890,2
20086,Filly 50   (1998-2004),77,1999,2,2032,2
20087,Filly 50 Elegance   (1999-2006),77,1999,2,1626,4
20088,Heroism 125   (1997-2004),77,1999,2,5565,1
20089,Heroism 50   (1997-2004),77,1999,2,3827,1
20090,K 12   (1997-2001),77,1999,2,3112,4
20091,KB 50   (1997-2001),77,1999,2,8541,4
20092,Movie 125 XL   (1997-2006),77,1999,2,3463,1
20093,People 125   (1999-2006),77,1999,2,6231,3
20094,People 150   (1999-2006),77,1999,2,8801,1
20095,People 50   (1999-2006),77,1999,2,8837,3
20096,Scout 50   (1999-2006),77,1999,2,8559,4
20097,Top Boy 100 Off Road   (1998-2005),77,1999,2,10701,2
20098,Top Boy 100 On Road   (1998-2004),77,1999,2,6679,1
20099,Top Boy 50 Off Road   (1998-2004),77,1999,2,8289,3
20100,Top Boy 50 On Road   (1998-2004),77,1999,2,10896,1
20101,Venox 250   (1996-2001),77,1999,2,10790,3
20102,Vivio 125   (1999-2006),77,1999,2,7575,2
20103,Zing 125   (1997-2004),77,1999,2,10130,2
20104,Zing 150   (1999-2006),77,1999,2,4240,4
20105,ZX 50   (1998-2004),77,1999,2,10815,2
20106,Bet & Win 125   (2000-2010),77,2000,2,10206,3
20107,Bet & Win 150   (2000-2006),77,2000,2,4186,3
20108,Curio 50   (1997-2004),77,2000,2,3831,3
20109,Dink 125 LX   (1997-2002),77,2000,2,4475,3
20110,Dink 150 LX   (1998-2002),77,2000,2,2026,3
20111,Dink 50   (1999-2008),77,2000,2,8929,1
20112,Dink 50 LC   (1999-2004),77,2000,2,7691,4
20113,DJ R 50   (1999-2006),77,2000,2,8028,2
20114,DJ World 50   (1997-2006),77,2000,2,9177,2
20115,Filly 50   (1998-2004),77,2000,2,7447,2
20116,Filly 50 Elegance   (1999-2006),77,2000,2,9529,4
20117,Heroism 125   (1997-2004),77,2000,2,6009,1
20118,Heroism 50   (1997-2004),77,2000,2,9282,1
20119,K 12   (1997-2001),77,2000,2,8573,4
20120,KB 50   (1997-2001),77,2000,2,4394,4
20121,Movie 125 XL   (1997-2006),77,2000,2,9968,1
20122,People 125   (1999-2006),77,2000,2,7678,3
20123,People 150   (1999-2006),77,2000,2,10845,1
20124,People 50   (1999-2006),77,2000,2,2624,3
20125,Scout 50   (1999-2006),77,2000,2,8285,4
20126,Top Boy 100 Off Road   (1998-2005),77,2000,2,4538,2
20127,Top Boy 100 On Road   (1998-2004),77,2000,2,8409,1
20128,Top Boy 50 Off Road   (1998-2004),77,2000,2,10604,3
20129,Top Boy 50 On Road   (1998-2004),77,2000,2,6762,1
20130,Venox 250   (1996-2001),77,2000,2,2553,3
20131,Vivio 125   (1999-2006),77,2000,2,4527,2
20132,Zing 125   (1997-2004),77,2000,2,9670,2
20133,Zing 150   (1999-2006),77,2000,2,8520,4
20134,ZX 50   (1998-2004),77,2000,2,4936,2
20135,Bet & Win 125   (2000-2010),77,2001,2,7550,3
20136,Bet & Win 150   (2000-2006),77,2001,2,10828,3
20137,Bet & Win 250   (2001-2009),77,2001,2,2155,1
20138,Bet & Win 50   (2001-2010),77,2001,2,9236,2
20139,Curio 50   (1997-2004),77,2001,2,8008,3
20140,Dink 125 LX   (1997-2002),77,2001,2,5325,3
20141,Dink 150 LX   (1998-2002),77,2001,2,6537,3
20142,Dink 50   (1999-2008),77,2001,2,2753,1
20143,Dink 50 LC   (1999-2004),77,2001,2,6413,4
20144,DJ R 50   (1999-2006),77,2001,2,3471,2
20145,DJ World 50   (1997-2006),77,2001,2,3445,2
20146,Filly 50   (1998-2004),77,2001,2,9325,2
20147,Filly 50 Elegance   (1999-2006),77,2001,2,10902,4
20148,Grand Dink 125   (2001-2007),77,2001,2,8308,3
20149,Grand Dink 150   (2001-2006),77,2001,2,3036,2
20150,Grand Dink 250   (2001-2009),77,2001,2,9474,4
20151,Heroism 125   (1997-2004),77,2001,2,1531,1
20152,Heroism 50   (1997-2004),77,2001,2,9040,1
20153,K 12   (1997-2001),77,2001,2,10348,4
20154,KB 50   (1997-2001),77,2001,2,10608,4
20155,Movie 125 XL   (1997-2006),77,2001,2,3714,1
20156,Movie 150 XL   (2001-2006),77,2001,2,2582,3
20157,People 125   (1999-2006),77,2001,2,10980,3
20158,People 150   (1999-2006),77,2001,2,2903,1
20159,People 50   (1999-2006),77,2001,2,2131,3
20160,Scout 50   (1999-2006),77,2001,2,10460,4
20161,Super 9   (2001-2006),77,2001,2,7103,1
20162,Top Boy 100 Off Road   (1998-2005),77,2001,2,8661,2
20163,Top Boy 100 On Road   (1998-2004),77,2001,2,2644,1
20164,Top Boy 50 Off Road   (1998-2004),77,2001,2,1661,3
20165,Top Boy 50 On Road   (1998-2004),77,2001,2,4723,1
20166,Venox 250   (1996-2001),77,2001,2,7575,3
20167,Vivio 125   (1999-2006),77,2001,2,5583,2
20168,Yup 250   (2001-2008),77,2001,2,3175,2
20169,Yup 50   (2001-2008),77,2001,2,3834,1
20170,Zing 125   (1997-2004),77,2001,2,7317,2
